id,cluster,voltage_ab,voltage_bc,voltage_ca,current_ab,current_bc,current_ca, real_power_ab, real_power_bc, real_power_ca,apparent_power_ab,apparent_power_bc,apparent_power_ca,reactive_power_ab,reactive_power_bc,reactive_power_ca,frequency,power_factor,real_power,apparent_power,accumulate_consumption,duration_consumption,inserted_at
20996,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 12:30
20997,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 12:30
20998,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 12:45
20999,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 12:45
21000,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 12:45
21001,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 13:00
21002,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 13:00
21003,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 13:00
21004,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 13:15
21005,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 13:15
21006,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 13:15
21007,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 13:30
21008,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 13:30
21009,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 13:30
21010,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 13:45
21011,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 13:45
21012,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 13:45
21013,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 14:00
21014,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 14:00
21015,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 14:00
21016,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 14:15
21017,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 14:15
21018,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 14:15
21019,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 14:30
21020,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 14:30
21021,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 14:30
21022,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 14:45
21023,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 14:45
21024,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 14:45
21025,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 15:00
21026,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 15:00
21027,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 15:00
21028,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 15:15
21029,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 15:15
21030,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 15:15
21031,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 15:30
21032,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 15:30
21033,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 15:30
21034,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 15:45
21035,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 15:45
21036,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 15:45
21037,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 16:00
21038,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 16:00
21039,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 16:00
21040,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 16:15
21041,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 16:15
21042,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 16:15
21043,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 16:30
21044,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 16:30
21045,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 16:30
21046,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 16:45
21047,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 16:45
21048,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 16:45
21049,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 17:00
21050,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 17:00
21051,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 17:00
21052,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 17:15
21053,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 17:15
21054,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 17:15
21055,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 17:30
21056,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 17:30
21057,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 17:30
21058,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 17:45
21059,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 17:45
21060,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 17:45
21061,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 18:00
21062,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 18:00
21063,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 18:00
21064,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 18:15
21065,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 18:15
21066,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 18:15
21067,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 18:30
21068,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 18:30
21069,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 18:30
21070,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 18:45
21071,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 18:45
21072,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 18:45
21073,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 19:00
21074,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 19:00
21075,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 19:00
21076,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 19:15
21077,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 19:15
21078,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 19:15
21079,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 19:30
21080,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 19:30
21081,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 19:30
21082,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 19:45
21083,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 19:45
21084,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 19:45
21085,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 20:00
21086,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 20:00
21087,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 20:00
21088,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 20:15
21089,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 20:15
21090,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 20:15
21091,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 20:30
21092,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 20:30
21093,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 20:30
21094,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 20:45
21095,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 20:45
21096,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 20:45
21097,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 21:00
21098,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 21:00
21099,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 21:00
21100,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 21:15
21101,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 21:15
21102,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 21:15
21103,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 21:30
21104,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 21:30
21105,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 21:30
21106,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 21:45
21107,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 21:45
21108,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 21:45
21109,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 22:00
21110,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 22:00
21111,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 22:00
21112,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 22:15
21113,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 22:15
21114,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 22:15
21115,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 22:30
21116,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 22:30
21117,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 22:30
21118,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 22:45
21119,2,-0.01,-0.01,-0.01,-6.4,-6.4,-6.4,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-0.64,-1,-0.001,-0.64,-0.64,0,0,7/30/2017 22:45
21120,3,-0.01,-0.01,-0.01,-2,-2,-2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-1,-0.001,-0.2,-0.2,0,0,7/30/2017 22:45
21121,1,-0.01,-0.01,-0.01,-5,-5,-5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1,-0.001,-0.5,-0.5,0,0,7/30/2017 23:00
